,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Luxury,Price_per_sqft,Neighborhood_Avg_Price,price_diff,area_rank,avg_area,price_per_sqft,TotalSF,overall_score,premium_flag,price_segment,area_segment,quality_segment
1287,1291,80,RL,73.0,14112,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,0,4,2010,WD,Normal,180500,0,156.68402777777777,145847.08,34652.92000000001,104.0,1310.3111111111111,156.68402777777777,2304,5760,1,Medium,Small,Medium
1288,1292,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,0,2,2009,WD,Normal,119500,0,91.78187403993856,104493.75,15006.25,13.0,1143.1875,91.78187403993856,1932,6510,1,Low,Medium,Medium
1289,1293,70,RM,60.0,6600,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,0,12,2009,WD,Normal,107500,0,45.3204047217538,128225.30088495577,-20725.300884955752,105.0,1479.725663716814,45.3204047217538,3366,11860,0,Low,Large,Medium
1290,1294,60,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,28,0,0,259,0,0,3,2006,WD,Normal,162900,0,97.8966346153846,189050.0684931507,-26150.0684931507,37.0,1727.7808219178082,97.8966346153846,2496,11648,0,Medium,Medium,Medium
1291,1295,20,RL,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0,0,0,0,0,0,4,2006,WD,Normal,115000,0,133.10185185185185,127318.57142857143,-12318.571428571437,13.0,1262.1020408163265,133.10185185185185,1728,4320,0,Low,Small,Medium
1292,1296,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,0,11,2006,WD,Normal,138500,0,131.65399239543726,145847.08,-7347.079999999987,67.0,1310.3111111111111,131.65399239543726,2104,5260,0,Low,Small,Medium
1293,1297,20,RL,80.0,8700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,0,12,2008,WD,Normal,155000,0,137.4113475177305,145847.08,9152.920000000013,94.5,1310.3111111111111,137.4113475177305,2248,5640,1,Medium,Small,Medium
1294,1298,180,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,0,6,2006,New,Partial,140000,0,130.59701492537314,127318.57142857143,12681.428571428563,28.0,1262.1020408163265,130.59701492537314,1619,6432,1,Medium,Small,Medium
1295,1300,20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1,305,TA,TA,Y,218,0,0,0,0,0,0,5,2010,WD,Normal,154000,0,123.59550561797752,145847.08,8152.920000000013,122.0,1310.3111111111111,123.59550561797752,2492,6230,1,Medium,Medium,Medium
1296,1301,60,RL,65.0,10762,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,225000,0,113.464447806354,192854.50632911397,32145.493670886062,69.0,1641.3164556962026,113.464447806354,2961,13881,1,High,Large,Medium
1297,1302,70,RL,74.0,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,0,224,0,0,11,2009,WD,Normal,177500,0,118.80856760374832,210624.72549019608,-33124.725490196084,12.0,1791.6078431372548,118.80856760374832,2265,8964,0,Medium,Medium,Medium
1298,1303,60,RL,92.0,10120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,309,78,0,0,0,0,0,12,2006,WD,Normal,290000,0,114.80601741884402,314028.41025641025,-24028.41025641025,26.0,2412.076923076923,114.80601741884402,3691,20208,0,High,Large,High
1299,1304,20,RL,73.0,8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,0,4,2006,WD,Normal,232000,0,143.56435643564356,225379.83720930232,6620.162790697679,52.0,1596.6511627906978,143.56435643564356,3232,11312,1,High,Medium,Medium
1300,1305,160,RM,32.0,3363,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,Y,SBrkr,976,732,0,1708,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,130000,0,76.11241217798595,127318.57142857143,2681.428571428565,86.0,1262.1020408163265,76.11241217798595,2684,11956,1,Low,Large,Medium
1301,1306,20,RL,108.0,13173,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,102,0,0,0,0,0,11,2009,WD,Normal,325000,1,196.7312348668281,316270.6233766234,8729.376623376622,25.0,1915.948051948052,196.7312348668281,3304,14868,1,High,Medium,High
1302,1307,120,RL,48.0,6955,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,0,9,2006,New,Partial,202500,0,148.02631578947367,316270.6233766234,-113770.62337662338,9.5,1915.948051948052,148.02631578947367,2736,9576,0,High,Medium,Medium
1303,1308,20,RL,60.0,8072,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,0,0,0,0,5,2009,WD,Normal,138000,0,139.3939393939394,197965.77333333332,-59965.77333333335,31.0,1480.5,139.3939393939394,1980,4950,0,Low,Small,Medium
1304,1309,20,RM,100.0,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,0,5,2008,WD,Normal,147000,0,131.01604278074868,128225.30088495577,18774.699115044248,35.0,1479.725663716814,131.01604278074868,2046,5610,1,Medium,Small,Medium
1305,1310,20,RL,66.5,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,0,6,2008,WD,Normal,179200,0,138.48531684698608,186555.7966101695,-7355.796610169491,20.0,1595.0169491525423,138.48531684698608,2572,7764,0,Medium,Medium,Medium
1306,1311,20,RL,100.0,17500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,BrkFace,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,Y,SBrkr,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,162,0,0,0,0,5,2010,WD,Normal,335000,1,176.130389064143,210624.72549019608,124375.27450980392,34.0,1791.6078431372548,176.130389064143,3804,13314,1,High,Large,Medium
1307,1312,20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,Y,SBrkr,1274,0,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,0,0,0,0,1,2007,New,Partial,203000,0,159.34065934065933,197965.77333333332,5034.226666666655,50.0,1480.5,159.34065934065933,2548,8918,1,High,Medium,Medium
1308,1313,60,RL,91.0,9572,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,0,6,2007,WD,Normal,302000,1,107.47330960854092,314028.41025641025,-12028.41025641025,35.0,2412.076923076923,107.47330960854092,4263,22480,0,High,Large,High
1309,1314,60,RL,108.0,14774,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,0,5,2010,WD,Normal,333168,1,128.19084263178146,314028.41025641025,19139.58974358975,28.0,2412.076923076923,128.19084263178146,3992,23391,1,High,Large,High
1310,1315,20,RL,60.0,8190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,0,10,2007,WD,Normal,119000,0,125.52742616033755,127318.57142857143,-8318.571428571435,21.5,1262.1020408163265,125.52742616033755,1896,3792,0,Low,Small,Low
1311,1316,60,RL,85.0,11075,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,0,6,2008,WD,Normal,206900,0,97.96401515151516,145847.08,61052.92000000001,212.0,1310.3111111111111,97.96401515151516,3064,12672,1,High,Large,Medium
1312,1317,20,RL,61.0,10226,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,0,1,2009,WD,Normal,295493,0,181.2840490797546,197965.77333333332,97527.22666666664,89.5,1480.5,181.2840490797546,3252,13040,1,High,Medium,High
1313,1318,120,FV,47.0,4230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,0,4,2007,New,Partial,208900,0,154.51183431952663,225379.83720930232,-16479.83720930232,19.0,1596.6511627906978,154.51183431952663,2704,9464,0,High,Medium,Medium
1314,1319,20,RL,70.0,14781,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,1787,0,0,1787,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,0,8,2006,WD,Normal,275000,0,153.88919977616118,197965.77333333332,77034.22666666665,116.0,1480.5,153.88919977616118,3540,14296,1,High,Large,High
1315,1320,20,RL,75.0,10215,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1954.0,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,0,2,2007,WD,Normal,111000,0,117.0886075949367,127318.57142857143,-16318.571428571437,21.5,1262.1020408163265,117.0886075949367,1812,3792,0,Low,Small,Low
1316,1321,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,114,0,0,0,216,0,0,6,2009,WD,Normal,156500,0,105.88633288227334,145847.08,10652.920000000013,167.5,1310.3111111111111,105.88633288227334,2956,8868,1,Medium,Medium,Medium
1317,1322,20,RL,52.0,6627,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,,,,,0,,0,0,0,Floor,TA,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,72500,0,100.69444444444444,124834.05172413791,-52334.05172413793,5.0,1203.0689655172414,100.69444444444444,720,2160,0,Low,Small,Low
1318,1323,60,RL,107.0,10186,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,0,6,2010,WD,Normal,190000,0,98.80395215808632,314028.41025641025,-124028.41025641024,5.0,2412.076923076923,98.80395215808632,2673,13461,0,Medium,Large,Medium
1319,1324,30,RL,50.0,5330,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,Fa,5,Typ,0,,,0.0,,0,0,,,Y,164,0,0,0,0,0,0,12,2009,WD,Normal,82500,0,116.52542372881356,124834.05172413791,-42334.05172413793,4.0,1203.0689655172414,116.52542372881356,1128,2832,0,Low,Small,Low
1320,1325,20,RL,75.0,9986,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,0,2,2007,New,Partial,147000,0,81.8941504178273,225379.83720930232,-78379.83720930232,67.0,1596.6511627906978,81.8941504178273,3590,14360,0,Medium,Large,High
1321,1326,30,RM,40.0,3636,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,N,SBrkr,796,0,0,796,0,0,1,0,2,1,TA,5,Typ,0,,,0.0,,0,0,,,N,0,0,100,0,0,0,0,1,2008,WD,Normal,55000,0,69.09547738693468,100123.7837837838,-45123.78378378379,5.0,1142.2972972972973,69.09547738693468,1592,3184,0,Low,Small,Low
1322,1327,30,RH,70.0,4270,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,,,0.0,,0,0,,,Y,0,0,286,0,0,0,0,5,2007,WD,Normal,79000,0,102.0671834625323,127318.57142857143,-48318.57142857144,4.0,1262.1020408163265,102.0671834625323,1318,2322,0,Low,Small,Low
1323,1328,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,130500,0,159.9264705882353,156270.1224489796,-25770.122448979582,3.0,1294.204081632653,159.9264705882353,1632,4080,0,Low,Small,Medium
1324,1329,50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,1150,6,2008,WD,Normal,256000,0,91.69054441260744,128225.30088495577,127774.69911504423,111.0,1479.725663716814,91.69054441260744,4302,16752,1,High,Large,Medium
1325,1330,60,RL,63.0,9084,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,0,6,2006,WD,Normal,176500,0,108.14950980392156,192854.50632911397,-16354.506329113938,44.0,1641.3164556962026,108.14950980392156,2567,11424,0,Medium,Medium,Medium
1326,1331,20,RL,85.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,0,12,2007,WD,Normal,227000,0,142.9471032745592,225379.83720930232,1620.1627906976792,50.0,1596.6511627906978,142.9471032745592,3176,12704,1,High,Medium,High
1327,1332,80,RL,55.0,10780,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,132500,0,138.88888888888889,197965.77333333332,-65465.77333333335,25.0,1480.5,138.88888888888889,1865,4770,0,Low,Small,Medium
1328,1333,20,RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,100000,0,122.54901960784314,127318.57142857143,-27318.571428571435,6.5,1262.1020408163265,122.54901960784314,1632,3264,0,Low,Small,Low
